window_start,src_ip,network_packets_all_count,network_packets_dst_count,network_packets_src_count,network_ips_all_count,network_ips_dst_count,network_ips_src_count,network_macs_all_count,network_macs_dst_count,network_macs_src_count,network_ports_all_count,network_ports_dst_count,network_ports_src_count,network_protocols_all_count,network_protocols_dst_count,network_protocols_src_count,network_packet-size_avg,network_packet-size_max,network_packet-size_min,network_packet-size_std_deviation,network_payload-length_avg,network_payload-length_max,network_payload-length_min,network_payload-length_std_deviation,network_ip-length_avg,network_ip-length_max,network_ip-length_min,network_ip-length_std_deviation,network_header-length_avg,network_header-length_max,network_header-length_min,network_header-length_std_deviation,network_ttl_avg,network_ttl_max,network_ttl_min,network_ttl_std_deviation,network_ip-flags_avg,network_ip-flags_max,network_ip-flags_min,network_ip-flags_std_deviation,network_tcp-flags-ack_count,network_tcp-flags-fin_count,network_tcp-flags-psh_count,network_tcp-flags-rst_count,network_tcp-flags-syn_count,network_tcp-flags-urg_count,network_tcp-flags_avg,network_tcp-flags_max,network_tcp-flags_min,network_tcp-flags_std_deviation,network_window-size_avg,network_window-size_max,network_window-size_min,network_window-size_std_deviation,network_mss_avg,network_mss_max,network_mss_min,network_mss_std_deviation,network_time-delta_avg,network_time-delta_max,network_time-delta_min,network_time-delta_std_deviation,network_interval-packets,network_fragmentation-score,network_fragmented-packets,log_data-ranges_avg,log_data-ranges_max,log_data-ranges_min,log_data-ranges_std_deviation,log_data-types_count,log_interval-messages,log_messages_count
1785344176.6,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344186.627,192.168.10.21,1052,1052,1052,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.694049,973.782539,0.187397,89.096597,1051,0.0,0,0.0,0,0,0.0,1,8.694049,1052
1785344186.627,192.168.10.50,33,33,33,8,7,1,8,7,1,20,11,9,2,2,2,224.0,582,54,236.293987,190.0,548,20,236.293987,210.0,568,40,236.293987,20.0,20,20,0.0,64.0,64,64,0.0,0.969697,2,0,0.999541,16,3,0,8,3,0,18.5625,20,16,1.539836,12376.625,65160,0,25357.296388,1460.0,1460,1460,0.0,302.147374,1011.853933,0.451088,302.819356,32,0.0,0,457.9375,528,0,167.691111,2,302.147374,33
1785344186.627,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,53.5,57,50,2.5,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2164.012035,2719.159842,1593.095303,459.849128,3,0.0,0,0.0,0,0,0.0,1,2164.012035,4
1785344186.627,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,94.031682,2415.935278,0.509262,464.380941,26,0.0,0,2.153846,8,0,3.548481,1,94.031682,27
1785344186.627,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,467.923669,4999.342918,0.818491,1326.226498,17,0.0,0,17.647059,34,0,15.495507,1,467.923669,18
1785344186.627,192.168.10.12,12,12,12,4,3,1,4,3,1,21,10,11,2,2,2,56.0,62,54,3.464102,22.0,28,20,3.464102,42.0,48,40,3.464102,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,0,0,9,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,620.146383,3005.259752,0.862837,1068.470001,11,0.0,0,2.909091,8,0,3.848366,1,620.146383,12
1785344186.627,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,51.5,52,51,0.5,17.5,18,17,0.5,37.5,38,37,0.5,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4818.011522,4818.011522,4818.011522,0.0,1,0.0,0,1.0,1,1,0.0,1,4818.011522,2
1785344186.627,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344186.627,192.168.10.31,3,3,3,3,2,1,3,2,1,5,2,3,2,2,2,59.0,74,51,10.614456,25.0,40,17,10.614456,45.0,60,37,10.614456,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2687.87992,5371.747255,4.012585,2683.867335,2,0.0,0,22.5,23,22,0.5,1,2687.87992,3
1785344196.787,192.168.10.21,1046,1046,1046,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.715086,976.392269,0.205278,88.995652,1045,0.0,0,0.0,0,0,0.0,1,8.715086,1046
1785344196.787,192.168.10.50,35,35,35,8,7,1,8,7,1,22,13,9,2,2,2,214.628571,582,54,232.619749,180.628571,548,20,232.619749,200.628571,568,40,232.619749,20.0,20,20,0.0,64.0,64,64,0.0,1.028571,2,0,0.999592,18,3,0,10,3,0,18.722222,20,16,1.520437,11001.444444,65160,0,24221.43356,1460.0,1460,1460,0.0,281.8332,1010.265112,0.470877,324.99744,34,0.0,0,481.764706,528,20,142.557947,2,281.8332,35
1785344196.787,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,57.75,60,54,2.277608,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2690.571149,3497.547865,2191.53595,575.926942,3,0.0,0,0.0,0,0,0.0,1,2690.571149,4
1785344196.787,192.168.10.12,12,12,12,3,2,1,3,2,1,21,9,12,2,2,2,56.666667,62,54,3.771236,22.666667,28,20,3.771236,42.666667,48,40,3.771236,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,8,0,0,8,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,819.482738,3005.268097,0.602484,1265.883762,11,0.0,0,8.0,8,8,0.0,1,819.482738,12
1785344196.787,192.168.10.22,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,8003.566265,8003.566265,8003.566265,0.0,1,0.0,0,0.0,0,0,0.0,1,8003.566265,2
1785344196.787,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4784.547567,4784.547567,4784.547567,0.0,1,0.0,0,0.0,0,0,0.0,1,4784.547567,2
1785344196.787,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,94.183106,2424.720526,0.473976,466.107749,26,0.0,0,2.153846,8,0,3.548481,1,94.183106,27
1785344196.787,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,324.816437,4995.914221,0.724077,1173.896393,17,0.0,0,17.647059,34,0,15.495507,1,324.816437,18
1785344196.787,192.168.10.31,2,2,2,2,1,1,2,1,1,4,2,2,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,1.254559,1.254559,1.254559,0.0,1,0.0,0,22.0,22,22,0.0,1,1.254559,2
1785344206.863,192.168.10.21,1044,1044,1044,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.756111,971.818924,0.243664,89.153156,1043,0.0,0,0.0,0,0,0.0,1,8.756111,1044
1785344206.863,192.168.10.50,35,35,35,8,7,1,8,7,1,20,11,9,2,2,2,215.828571,582,54,231.831649,181.828571,548,20,231.831649,201.828571,568,40,231.831649,20.0,20,20,0.0,64.0,64,64,0.0,0.914286,2,0,0.99632,16,3,0,8,3,0,18.5625,20,16,1.539836,12376.625,65160,0,25357.296388,1460.0,1460,1460,0.0,288.471285,1009.766579,0.174284,292.587227,34,0.0,0,520.0,528,502,10.046949,2,288.471285,35
1785344206.863,192.168.10.31,5,5,5,4,3,1,4,3,1,8,3,5,2,2,2,60.8,74,52,10.777755,26.8,40,18,10.777755,46.8,60,38,10.777755,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2282.793403,4573.58408,2.647638,2280.103243,4,0.0,0,22.0,22,22,0.0,1,2282.793403,5
1785344206.863,192.168.10.11,19,19,19,4,3,1,4,3,1,21,10,11,1,1,1,63.473684,88,54,10.932176,29.473684,54,20,10.932176,49.473684,74,40,10.932176,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,17,2,2,9,2,0,17.368421,24,2,5.760213,6973.473684,64240,0,19643.68636,1460.0,1460,1460,0.0,457.595123,3226.990938,0.663757,1048.569269,18,0.0,0,29.666667,34,12,7.187953,1,457.595123,19
1785344206.863,192.168.10.30,3,3,3,2,1,1,2,1,1,4,1,3,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4628.293156,4630.774021,4625.812292,2.480865,2,0.0,0,0.0,0,0,0.0,1,4628.293156,3
1785344206.863,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,51.75,55,50,2.046338,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2603.21029,2740.474224,2354.272604,176.335274,3,0.0,0,0.0,0,0,0.0,1,2603.21029,4
1785344206.863,192.168.10.12,12,12,12,4,3,1,4,3,1,21,10,11,2,2,2,56.0,62,54,3.464102,22.0,28,20,3.464102,42.0,48,40,3.464102,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,0,0,9,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,546.44602,2971.289158,0.853777,1035.886437,11,0.0,0,8.0,8,8,0.0,1,546.44602,12
1785344206.863,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,93.713063,2416.055202,0.186682,464.468614,26,0.0,0,2.153846,8,0,3.548481,1,93.713063,27
1785344206.863,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344216.957,192.168.10.21,1046,1046,1046,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.736035,966.674328,0.259876,88.664332,1045,0.0,0,0.0,0,0,0.0,1,8.736035,1046
1785344216.957,192.168.10.50,24,24,24,7,6,1,7,6,1,7,4,3,2,2,2,285.416667,582,54,250.818978,251.416667,548,20,250.818978,271.416667,568,40,250.818978,20.0,20,20,0.0,64.0,64,64,0.0,0.666667,2,0,0.942809,8,2,0,2,2,0,17.75,20,16,1.47902,16544.5,65160,0,28068.941203,1460.0,1460,1460,0.0,394.529581,1010.809183,1.072645,351.890461,23,0.0,0,496.347826,528,0,106.504382,2,394.529581,24
1785344216.957,192.168.10.12,11,11,11,3,2,1,3,2,1,20,9,11,2,2,2,56.181818,62,54,3.562894,22.181818,28,20,3.562894,42.181818,48,40,3.562894,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,8,0,0,8,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,644.865394,3002.246618,0.338316,1185.504633,10,0.0,0,6.4,8,0,3.2,1,644.865394,11
1785344216.957,192.168.10.40,3,3,3,2,1,1,2,1,1,4,1,3,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,52.333333,53,51,0.942809,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2522.601008,3264.275789,1780.926228,741.67478,2,0.0,0,0.0,0,0,0.0,1,2522.601008,3
1785344216.957,192.168.10.11,18,18,18,3,2,1,3,2,1,19,9,10,1,1,1,64.0,88,54,10.994948,30.0,54,20,10.994948,50.0,74,40,10.994948,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,16,2,2,8,2,0,17.222222,24,2,5.883645,7360.888889,64240,0,20111.194917,1460.0,1460,1460,0.0,294.563392,4334.051371,0.350237,1021.728867,17,0.0,0,27.411765,34,8,8.561603,1,294.563392,18
1785344216.957,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4607.810736,4607.810736,4607.810736,0.0,1,0.0,0,0.0,0,0,0.0,1,4607.810736,2
1785344216.957,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344216.957,192.168.10.31,2,2,2,2,1,1,2,1,1,4,2,2,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2.26903,2.26903,2.26903,0.0,1,0.0,0,22.0,22,22,0.0,1,2.26903,2
1785344216.957,192.168.10.20,16,16,16,3,2,1,3,2,1,24,8,16,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,16,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0.362364,0.438452,0.339031,0.023708,15,0.0,0,0.0,0,0,0.0,1,0.362364,16
1785344227.049,192.168.10.21,1047,1047,1047,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.723171,968.940973,0.241041,88.868436,1046,0.0,0,0.0,0,0,0.0,1,8.723171,1047
1785344227.049,192.168.10.50,35,35,35,8,7,1,8,7,1,20,11,9,2,2,2,216.085714,582,54,231.687027,182.085714,548,20,231.687027,202.085714,568,40,231.687027,20.0,20,20,0.0,64.0,64,64,0.0,0.914286,2,0,0.99632,16,3,0,8,3,0,18.5625,20,16,1.539836,12376.625,65160,0,25357.296388,1460.0,1460,1460,0.0,281.931015,1011.349678,0.473022,321.724368,34,0.0,0,494.117647,528,25,116.094476,2,281.931015,35
1785344227.049,192.168.10.31,5,5,5,4,3,1,4,3,1,8,3,5,2,2,2,60.6,74,51,10.947146,26.6,40,17,10.947146,46.6,60,37,10.947146,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,2386.27559,4868.014336,0.793219,2385.546986,4,0.0,0,23.0,23,23,0.0,1,2386.27559,5
1785344227.049,192.168.10.11,11,11,11,3,2,1,3,2,1,5,2,3,1,1,1,70.363636,88,54,9.67915,36.363636,54,20,9.67915,56.363636,74,40,9.67915,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,2,2,1,2,0,15.454545,24,2,6.9722,12045.090909,64240,0,24605.329923,1460.0,1460,1460,0.0,842.278743,4999.886274,0.763893,1719.193956,10,0.0,0,30.0,34,20,6.131884,1,842.278743,11
1785344227.049,192.168.10.20,11,11,11,2,1,1,2,1,1,16,8,8,1,1,1,71.818182,74,66,3.562894,37.818182,40,32,3.562894,57.818182,60,52,3.562894,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,8,0,5.909091,17,2,6.388264,46856.909091,64240,502,28386.468586,1460.0,1460,1460,0.0,1.16272,1.924038,0.406027,0.48836,10,0.0,0,5.6,8,0,3.666061,1,1.16272,11
1785344227.049,192.168.10.12,5,5,5,3,2,1,3,2,1,7,2,5,2,2,2,60.4,62,54,3.2,26.4,28,20,3.2,46.4,48,40,3.2,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,1,0,0,1,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,2253.165901,3006.670713,1364.072561,757.964619,4,0.0,0,6.0,8,0,3.464102,1,2253.165901,5
1785344227.049,192.168.10.40,5,5,5,2,1,1,2,1,1,6,1,5,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,53.8,57,51,2.135416,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1991.942525,2948.517084,1544.738531,561.964442,4,0.0,0,0.0,0,0,0.0,1,1991.942525,5
1785344227.049,192.168.10.22,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,1,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,1,0.0,1
1785344227.049,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5046.18597,5046.18597,5046.18597,0.0,1,0.0,0,0.0,0,0,0.0,1,5046.18597,2
1785344237.067,192.168.10.21,1055,1055,1055,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.637308,980.220795,0.184536,89.36476,1054,0.0,0,0.0,0,0,0.0,1,8.637308,1055
1785344237.067,192.168.10.50,36,36,36,8,7,1,8,7,1,22,13,9,2,2,2,210.222222,582,54,230.813911,176.222222,548,20,230.813911,196.222222,568,40,230.813911,20.0,20,20,0.0,64.0,64,64,0.0,1.055556,2,0,0.998456,19,3,0,10,3,0,18.578947,20,16,1.599861,10449.263158,65160,0,23691.524593,1460.0,1460,1460,0.0,266.895907,1010.399342,0.482321,317.177288,35,0.0,0,499.428571,528,20,116.073446,2,266.895907,36
1785344237.067,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,93.5296,2408.057213,0.480652,462.905615,26,0.0,0,2.153846,8,0,3.548481,1,93.5296,27
1785344237.067,192.168.10.11,19,19,19,4,3,1,4,3,1,20,10,10,1,1,1,63.473684,88,54,10.932176,29.473684,54,20,10.932176,49.473684,74,40,10.932176,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,17,2,2,9,2,0,17.368421,24,2,5.760213,6973.473684,64240,0,19643.68636,1460.0,1460,1460,0.0,510.801713,4996.028662,0.692606,1325.626145,18,0.0,0,18.555556,34,0,15.517811,1,510.801713,19
1785344237.067,192.168.10.12,11,11,11,3,2,1,3,2,1,20,9,11,2,2,2,56.181818,62,54,3.562894,22.181818,28,20,3.562894,42.181818,48,40,3.562894,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,8,0,0,8,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,814.583087,3005.233288,0.690222,1263.366953,10,0.0,0,2.4,8,0,3.666061,1,814.583087,11
1785344237.067,192.168.10.22,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,74.0,74,74,0.0,40.0,40,40,0.0,60.0,60,60,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,8004.752398,8004.752398,8004.752398,0.0,1,0.0,0,0.0,0,0,0.0,1,8004.752398,2
1785344237.067,192.168.10.40,4,4,4,2,1,1,2,1,1,5,1,4,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,55.0,60,50,3.807887,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2362.130165,3172.520399,1827.291489,582.727324,3,0.0,0,0.0,0,0,0.0,1,2362.130165,4
1785344237.067,192.168.10.30,2,2,2,2,1,1,2,1,1,3,1,2,1,1,1,52.0,52,52,0.0,18.0,18,18,0.0,38.0,38,38,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4567.756414,4567.756414,4567.756414,0.0,1,0.0,0,0.0,0,0,0.0,1,4567.756414,2
1785344237.067,192.168.10.31,4,4,4,3,2,1,3,2,1,6,2,4,2,2,2,63.0,74,52,11.0,29.0,40,18,11.0,49.0,60,38,11.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,2,0,2.0,2,2,0.0,64240.0,64240,64240,0.0,1460.0,1460,1460,0.0,1573.783159,4716.126204,2.560854,2221.972076,3,0.0,0,22.0,22,22,0.0,1,1573.783159,4
1785344247.211,192.168.10.21,1052,1052,1052,2,1,1,2,1,1,11,1,10,1,1,1,554.0,554,554,0.0,520.0,520,520,0.0,540.0,540,540,0.0,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,8.677251,967.204571,0.256538,88.525375,1051,0.0,0,0.0,0,0,0.0,1,8.677251,1052
1785344247.211,192.168.10.50,33,33,33,8,7,1,8,7,1,20,11,9,2,2,2,224.060606,582,54,236.256915,190.060606,548,20,236.256915,210.060606,568,40,236.256915,20.0,20,20,0.0,64.0,64,64,0.0,0.969697,2,0,0.999541,16,3,0,8,3,0,18.5625,20,16,1.539836,12376.625,65160,0,25357.296388,1460.0,1460,1460,0.0,288.967177,1008.724213,0.530243,349.366015,32,0.0,0,489.875,528,0,122.409086,2,288.967177,33
1785344247.211,192.168.10.12,12,12,12,4,3,1,4,3,1,21,10,11,2,2,2,56.0,62,54,3.464102,22.0,28,20,3.464102,42.0,48,40,3.464102,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,9,0,0,9,0,0,20.0,20,20,0.0,0.0,0,0,0.0,0,0,0,0.0,545.946641,3004.487514,0.756979,931.93784,11,0.0,0,8.0,8,8,0.0,1,545.946641,12
1785344247.211,192.168.10.40,3,3,3,2,1,1,2,1,1,4,1,3,1,1,1,66.0,66,66,0.0,32.0,32,32,0.0,52.0,52,52,0.0,20.0,20,20,0.0,52.666667,56,50,2.494438,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,2781.390548,3419.668436,2143.112659,638.277889,2,0.0,0,0.0,0,0,0.0,1,2781.390548,3
1785344247.211,192.168.10.20,27,27,27,4,3,1,4,3,1,32,8,24,1,1,1,73.111111,74,66,2.514157,39.111111,40,32,2.514157,59.111111,60,52,2.514157,20.0,20,20,0.0,64.0,64,64,0.0,2.0,2,2,0.0,3,1,0,0,24,0,3.592593,17,2,4.507272,57158.0,64240,502,20030.920897,1460.0,1460,1460,0.0,94.051251,2416.216373,0.502825,464.4332,26,0.0,0,2.153846,8,0,3.548481,1,94.051251,27
