src_ip,window_start,predicted_label,confidence,top_classes,prob_vector,is_attack,fingerprint_hash
192.168.10.21,1785171796.825,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171796.825,benign,0.994209,"{'benign': 0.994209, 'recon': 0.002383, 'dos': 0.001075}","[0.9942094087600708, 4.570944656734355e-05, 0.0002471309853717685, 0.001075194450095296, 0.00034846269409172237, 0.001060964772477746, 0.0023830458521842957, 0.000630038557574153]",False,894a154597123fa50b94837bcc1b1ff9fba946763a15a7229f1bdbf25e2b95cf
192.168.10.20,1785171796.825,recon,0.770465,"{'recon': 0.770465, 'benign': 0.085519, 'web': 0.043526}","[0.0855192169547081, 0.011324280872941017, 0.02149127423763275, 0.029579628258943558, 0.028075063601136208, 0.010018817149102688, 0.7704654335975647, 0.04352625459432602]",True,e8a708e3d3223709eb3c93673a6dcd79a1ef152110049916da584a1b9c0e8566
192.168.10.11,1785171796.825,benign,0.978635,"{'benign': 0.978635, 'recon': 0.015552, 'dos': 0.001902}","[0.9786345958709717, 0.0016439832979813218, 0.0006875566323287785, 0.0019024210050702095, 0.0005051296902820468, 0.00029690394876524806, 0.0155516117811203, 0.000777798646595329]",False,1c3f06bf99d0042308994a881f654823f007fc16bdebce4bb4a91bc3733e1a6c
192.168.10.12,1785171796.825,benign,0.996101,"{'benign': 0.996101, 'dos': 0.00194, 'recon': 0.001117}","[0.9961013793945312, 0.00031480667530559003, 0.0002257847663713619, 0.001940018031746149, 0.00010885269875871018, 0.00012483428872656077, 0.0011168132768943906, 6.745899736415595e-05]",False,2d86761a923195959f194e68ee748f5dededa59d94637f5f3c99a48c9ff58c27
192.168.10.22,1785171796.825,benign,0.749167,"{'benign': 0.749167, 'dos': 0.114082, 'ddos': 0.113382}","[0.7491670250892639, 0.0026689530350267887, 0.11338216811418533, 0.11408159881830215, 0.004042130894958973, 0.003499973099678755, 0.00434642331674695, 0.008811745792627335]",False,613b35c4334932f4153ee5055d163d2bbee27057211e63decf21042a74728257
192.168.10.21,1785171806.92,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171806.92,benign,0.99393,"{'benign': 0.99393, 'recon': 0.00288, 'dos': 0.001097}","[0.9939295053482056, 4.5696579036302865e-05, 0.0002470613981131464, 0.0010965510737150908, 0.0003729818563442677, 0.0007987574790604413, 0.0028796049300581217, 0.0006298611406236887]",False,7422541f8cdc5a5f9579be29d3b5c80e61959d83a23bd75e932bb124488ec89d
192.168.10.22,1785171806.92,benign,0.763725,"{'benign': 0.763725, 'malware': 0.121705, 'dos': 0.047185}","[0.7637249231338501, 0.0016675764927640557, 0.03149067983031273, 0.04718497022986412, 0.12170500308275223, 0.005262735765427351, 0.025205321609973907, 0.003758828854188323]",False,880b69ca0a410e2752cc2dbb7649227cc521b88ca999beecee33d1e05c0de422
192.168.10.11,1785171806.92,benign,0.978787,"{'benign': 0.978787, 'recon': 0.015308, 'dos': 0.001931}","[0.9787874817848206, 0.0016682905843481421, 0.0007468346739187837, 0.0019305493915453553, 0.0004682514409068972, 0.00030129370861686766, 0.015308008529245853, 0.0007892988505773246]",False,6c16ba628bc43179018d16f96bc975807970dd14733a6b0383f92cc504622533
192.168.10.12,1785171806.92,benign,0.996378,"{'benign': 0.996378, 'dos': 0.001765, 'recon': 0.001019}","[0.9963780045509338, 0.0003691652382258326, 0.0001938376808539033, 0.0017646943451836705, 9.448588389204815e-05, 0.00012030755897285417, 0.0010193485068157315, 6.020982254995033e-05]",False,50b3c347d978bd66ca815797bdad14b209d69e6e0aba5efb67e3ff23c46d89b0
192.168.10.20,1785171806.92,recon,0.770465,"{'recon': 0.770465, 'benign': 0.085519, 'web': 0.043526}","[0.0855192169547081, 0.011324280872941017, 0.02149127423763275, 0.029579628258943558, 0.028075063601136208, 0.010018817149102688, 0.7704654335975647, 0.04352625459432602]",True,e8a708e3d3223709eb3c93673a6dcd79a1ef152110049916da584a1b9c0e8566
192.168.10.21,1785171817.017,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171817.017,benign,0.994209,"{'benign': 0.994209, 'recon': 0.002383, 'dos': 0.001075}","[0.9942094087600708, 4.570944656734355e-05, 0.0002471309853717685, 0.001075194450095296, 0.00034846269409172237, 0.001060964772477746, 0.0023830458521842957, 0.000630038557574153]",False,894a154597123fa50b94837bcc1b1ff9fba946763a15a7229f1bdbf25e2b95cf
192.168.10.12,1785171817.017,benign,0.996069,"{'benign': 0.996069, 'dos': 0.00194, 'recon': 0.001117}","[0.9960687160491943, 0.0003147963434457779, 0.00022577735944651067, 0.0019399544689804316, 0.00010833009582711384, 0.00015814015932846814, 0.001116776606068015, 6.745679274899885e-05]",False,c70137572adce4fb63f760daf7a66ec3c3f2e5382b7e377d6b87511cfa7343cf
192.168.10.11,1785171817.017,benign,0.978649,"{'benign': 0.978649, 'recon': 0.015552, 'dos': 0.001902}","[0.9786489605903625, 0.00164400739595294, 0.0006875667604617774, 0.001902448944747448, 0.00048454373609274626, 0.000302829866996035, 0.015551840886473656, 0.000777810113504529]",False,ddf366fe0996290417ff35657f15c31884ee17b7a07aa7b307d156eeae70c145
192.168.10.20,1785171817.017,recon,0.770465,"{'recon': 0.770465, 'benign': 0.085519, 'web': 0.043526}","[0.0855192169547081, 0.011324280872941017, 0.02149127423763275, 0.029579628258943558, 0.028075063601136208, 0.010018817149102688, 0.7704654335975647, 0.04352625459432602]",True,e8a708e3d3223709eb3c93673a6dcd79a1ef152110049916da584a1b9c0e8566
192.168.10.22,1785171817.017,benign,0.749167,"{'benign': 0.749167, 'dos': 0.114082, 'ddos': 0.113382}","[0.7491670250892639, 0.0026689530350267887, 0.11338216811418533, 0.11408159881830215, 0.004042130894958973, 0.003499973099678755, 0.00434642331674695, 0.008811745792627335]",False,613b35c4334932f4153ee5055d163d2bbee27057211e63decf21042a74728257
192.168.10.21,1785171827.113,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171827.113,recon,0.275263,"{'recon': 0.275263, 'mitm': 0.266283, 'benign': 0.218294}","[0.2182939052581787, 0.07324989885091782, 0.005542938131839037, 0.04708664491772652, 0.02798338048160076, 0.2662825882434845, 0.27526262402534485, 0.08629798889160156]",True,d199fbc99f7674499baee0a92a28a2181b7a96e9a2914b23f158e9ab3c3b7f95
192.168.10.12,1785171827.113,benign,0.996068,"{'benign': 0.996068, 'dos': 0.00194, 'recon': 0.001117}","[0.9960682392120361, 0.0003147961979266256, 0.00022577725758310407, 0.001939953537657857, 0.00010884908260777593, 0.000158140086568892, 0.0011167761404067278, 6.745675636921078e-05]",False,4e0057f49833fa60ae16d4fea80f1d2ac8c95dcb6720e84db4e6dde26061b286
192.168.10.11,1785171827.113,benign,0.978649,"{'benign': 0.978649, 'recon': 0.015552, 'dos': 0.001902}","[0.9786489605903625, 0.00164400739595294, 0.0006875667604617774, 0.001902448944747448, 0.00048454373609274626, 0.000302829866996035, 0.015551840886473656, 0.000777810113504529]",False,ddf366fe0996290417ff35657f15c31884ee17b7a07aa7b307d156eeae70c145
192.168.10.22,1785171827.113,benign,0.749167,"{'benign': 0.749167, 'dos': 0.114082, 'ddos': 0.113382}","[0.7491670250892639, 0.0026689530350267887, 0.11338216811418533, 0.11408159881830215, 0.004042130894958973, 0.003499973099678755, 0.00434642331674695, 0.008811745792627335]",False,613b35c4334932f4153ee5055d163d2bbee27057211e63decf21042a74728257
192.168.10.20,1785171827.113,benign,0.813018,"{'benign': 0.813018, 'recon': 0.068015, 'malware': 0.04767}","[0.813018262386322, 0.010901076719164848, 0.024273600429296494, 0.020387832075357437, 0.04767037555575371, 0.010575621388852596, 0.06801526993513107, 0.005157919600605965]",False,3851b856743e3c49ecb8544dda634df7031bc7976633634cddefe797404b5eb4
192.168.10.21,1785171837.211,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171837.211,benign,0.993791,"{'benign': 0.993791, 'recon': 0.002879, 'dos': 0.001075}","[0.9937910437583923, 4.5690212573390454e-05, 0.0002470269682817161, 0.0010747420601546764, 0.0004340569721534848, 0.0008984740125015378, 0.002879203762859106, 0.0006297734216786921]",False,1e75e63636202446f1049334222a0cf62d90886c3a7b2088f3ddd6415d0ad5f2
192.168.10.20,1785171837.211,recon,0.682988,"{'recon': 0.682988, 'benign': 0.161297, 'ddos': 0.043686}","[0.16129711270332336, 0.012420126236975193, 0.043686263263225555, 0.027983034029603004, 0.03694872185587883, 0.007537445519119501, 0.6829878091812134, 0.027139462530612946]",True,07db0a264403bbba333ef77f66680cfd01cc896700a2b1eb9119175e2bac1587
192.168.10.12,1785171837.211,benign,0.971423,"{'benign': 0.971423, 'dos': 0.012559, 'recon': 0.008128}","[0.9714232683181763, 0.0011856543133035302, 0.0050109028816223145, 0.012558616697788239, 0.0009490858064964414, 0.0002342660736758262, 0.008128473535180092, 0.0005097383982501924]",False,f496f4f35ea884095094fa6badd5a7c90ac141122c43e596ef5cdd3b2c1ee580
192.168.10.22,1785171837.211,benign,0.749167,"{'benign': 0.749167, 'dos': 0.114082, 'ddos': 0.113382}","[0.7491670250892639, 0.0026689530350267887, 0.11338216811418533, 0.11408159881830215, 0.004042130894958973, 0.003499973099678755, 0.00434642331674695, 0.008811745792627335]",False,613b35c4334932f4153ee5055d163d2bbee27057211e63decf21042a74728257
192.168.10.11,1785171837.211,benign,0.994426,"{'benign': 0.994426, 'recon': 0.003082, 'bruteforce': 0.000908}","[0.9944264888763428, 0.000907659181393683, 0.0001799974706955254, 0.0005177990533411503, 0.0002443664416205138, 0.00010651517368387431, 0.0030815177597105503, 0.0005356333567760885]",False,b6357ccc585caf20442b280073a322832cc1ed0828d88e4ac41b516d6229a021
192.168.10.21,1785171847.291,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171847.291,benign,0.994209,"{'benign': 0.994209, 'recon': 0.002383, 'dos': 0.001075}","[0.9942094087600708, 4.570944656734355e-05, 0.0002471309853717685, 0.001075194450095296, 0.00034846269409172237, 0.001060964772477746, 0.0023830458521842957, 0.000630038557574153]",False,894a154597123fa50b94837bcc1b1ff9fba946763a15a7229f1bdbf25e2b95cf
192.168.10.20,1785171847.291,recon,0.768106,"{'recon': 0.768106, 'benign': 0.085257, 'web': 0.043393}","[0.08525731414556503, 0.011289600282907486, 0.021425455808639526, 0.02948904037475586, 0.031051624566316605, 0.009988134726881981, 0.7681058645248413, 0.04339295253157616]",True,6d4d07c2696226417780186aacf9b4dddc0a45f8b51cceb5266257c4900e65a5
192.168.10.11,1785171847.291,benign,0.980475,"{'benign': 0.980475, 'recon': 0.01409, 'dos': 0.001777}","[0.9804752469062805, 0.0015355549985542893, 0.0006874136161059141, 0.0017769475234672427, 0.00043099536560475826, 0.00027732178568840027, 0.014090043492615223, 0.0007264992455020547]",False,a627faf38166dcd486543a3e822d6abefb7c49375baef78613c14893373558c6
192.168.10.12,1785171847.291,benign,0.996101,"{'benign': 0.996101, 'dos': 0.00194, 'recon': 0.001117}","[0.9961013793945312, 0.00031480667530559003, 0.0002257847663713619, 0.001940018031746149, 0.00010885269875871018, 0.00012483428872656077, 0.0011168132768943906, 6.745899736415595e-05]",False,2d86761a923195959f194e68ee748f5dededa59d94637f5f3c99a48c9ff58c27
192.168.10.22,1785171847.291,benign,0.763725,"{'benign': 0.763725, 'malware': 0.121705, 'dos': 0.047185}","[0.7637249231338501, 0.0016675764927640557, 0.03149067983031273, 0.04718497022986412, 0.12170500308275223, 0.005262735765427351, 0.025205321609973907, 0.003758828854188323]",False,880b69ca0a410e2752cc2dbb7649227cc521b88ca999beecee33d1e05c0de422
192.168.10.21,1785171857.377,benign,0.323278,"{'benign': 0.323278, 'recon': 0.164016, 'ddos': 0.161809}","[0.3232775032520294, 0.005007995758205652, 0.16180938482284546, 0.11745524406433105, 0.1306172013282776, 0.09021463990211487, 0.16401565074920654, 0.007602347992360592]",False,f8c3c17bca02aaa0a0df288b3652de3e94f7001e3594caf3103c3739d269f5b8
192.168.10.50,1785171857.377,benign,0.994209,"{'benign': 0.994209, 'recon': 0.002383, 'dos': 0.001075}","[0.9942094087600708, 4.570944656734355e-05, 0.0002471309853717685, 0.001075194450095296, 0.00034846269409172237, 0.001060964772477746, 0.0023830458521842957, 0.000630038557574153]",False,894a154597123fa50b94837bcc1b1ff9fba946763a15a7229f1bdbf25e2b95cf
